title;link;date;author_link;author
Олимпийские надежды Томской области;https://www.chainsk.tom.ru/news/admrna/489_olimpijskie_nadezhdy_tomskoj_oblasti;11 апреля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Татьяна Соломатина работает в районах Томской области;https://www.chainsk.tom.ru/news/admrna/488_tatjana_solomatina_rabotaet_v_rajonakh_tomskoj_oblasti;04 апреля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Губернатор попросил Татьяну Соломатину проверить аптечные сети в районах области;https://www.chainsk.tom.ru/news/admrna/487_gubernator_poprosil_tatjanu_solomatinu_proverit_aptechnye_seti_v_rajonakh_oblasti;04 апреля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Конкурс на включение в резерв управленческих кадров;https://www.chainsk.tom.ru/news/admrna/486_konkurs_na_vkljuchenie_v_rezerv_upravlencheskikh_kadrov;01 апреля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Муниципальный этап Президентских состязаний;https://www.chainsk.tom.ru/news/admrna/483_municipalnyj_etap_prezidentskikh_sostjazanij;30 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Открытые региональные соревнования по лыжным гонкам на призы Натальи Барановой;https://www.chainsk.tom.ru/news/admrna/482_otkrytye_regionalnye_sorevnovanija_po_lyzhnym_gonkam_na_prizy_natali_baranovoj;30 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работника культуры!;https://www.chainsk.tom.ru/news/admrna/481_pozdravlenie_s_dnem_rabotnika_kultury;24 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
И мы не лыком шиты;https://www.chainsk.tom.ru/news/admrna/480_i_my_ne_lykom_shity;24 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работников гидрометеорологической службы России;https://www.chainsk.tom.ru/news/admrna/479_pozdravlenie_s_dnem_rabotnikov_gidrometeorologicheskoj_sluzhby_rossii;23 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Районные соревнования по волейболу;https://www.chainsk.tom.ru/news/admrna/478_rajonnye_sorevnovanija_po_volejbolu;23 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Межрайонные соревнования памяти Т.М.Чечельницкой;https://www.chainsk.tom.ru/news/admrna/477_mezhrajonnye_sorevnovanija_pamjati_tmchechelnickoj;23 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Социализация и просвещение молодежи;https://www.chainsk.tom.ru/news/admrna/475_socializacija_i_prosveshhenie_molodezhi;22 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Человек года – 2015»;https://www.chainsk.tom.ru/news/admrna/473_chelovek_goda_2015;21 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем жилищно-коммунального хозяйства;https://www.chainsk.tom.ru/news/admrna/471_pozdravlenie_s_dnem_zhilishhnokommunalnogo_khozjajstva;18 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Хоккейный турнир «Памяти Гусева»;https://www.chainsk.tom.ru/news/admrna/472_hokkejnyj_turnir_pamjati_guseva;18 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Предприниматели могут проконсультироваться о своих правах в ходе внепл. проверки;https://www.chainsk.tom.ru/news/admrna/474_predprinimateli_mogut_prokonsultirovatsja_o_svoikh_pravakh_v_khode_vnepl_proverki;18 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Зима прощай!;https://www.chainsk.tom.ru/news/admrna/470_zima_proshhaj;15 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Северная Звезда-2016»;https://www.chainsk.tom.ru/news/admrna/469_severnaja_zvezda2016;15 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Лыжня России - 2016»;https://www.chainsk.tom.ru/news/admrna/467_lyzhnja_rossii_2016;15 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Турнир по лыжным гонкам памяти Заслуженного тренера России В.В. Чечельницкого;https://www.chainsk.tom.ru/news/admrna/466_turnir_po_lyzhnym_gonkam_pamjati_zasluzhennogo_trenera_rossii_vv_chechelnickogo;15 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Мир детям;https://www.chainsk.tom.ru/news/admrna/468_mir_detjam;15 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
ВСХП-2016 продолжается;https://www.chainsk.tom.ru/news/admrna/465_vskhp2016_prodolzhaetsja;09 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Международным женским днем 8 марта!;https://www.chainsk.tom.ru/news/admrna/464_pozdravlenie_s_mezhdunarodnym_zhenskim_dnem_8_marta;04 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Соревнования для юных лыжников;https://www.chainsk.tom.ru/news/admrna/463_sorevnovanija_dlja_junykh_lyzhnikov;03 марта 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Информация о количественных показателях Управления Росреестра за 2015 год;https://www.chainsk.tom.ru/news/admrna/459_informacija_o_kolichestvennykh_pokazateljakh_upravlenija_rosreestra_za_2015_god;29 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Первенство России по лыжным гонкам среди девушек и юношей 15-16 лет;https://www.chainsk.tom.ru/news/admrna/452_pervenstvo_rossii_po_lyzhnym_gonkam_sredi_devushek_i_junoshej_1516_let;25 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Всероссийские соревнования по мини-футболу (футзалу);https://www.chainsk.tom.ru/news/admrna/451_vserossijskie_sorevnovanija_po_minifutbolu_futzalu;25 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Районный фестиваль солдатской песни «Слава Армии Родной»;https://www.chainsk.tom.ru/news/admrna/458_rajonnyj_festival_soldatskoj_pesni_slava_armii_rodnoj;23 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Межрайонный турнир по хоккею;https://www.chainsk.tom.ru/news/admrna/456_mezhrajonnyj_turnir_po_khokkeju;23 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Муза в Чаинских руках»;https://www.chainsk.tom.ru/news/admrna/457_muza_v_chainskikh_rukakh;22 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Районный турнир по волейболу «В память ветеранов боевых действий»;https://www.chainsk.tom.ru/news/admrna/455_rajonnyj_turnir_po_volejbolu_v_pamjat_veteranov_boevykh_dejstvij;22 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Открытие новой школы в селе Нижняя Тига;https://www.chainsk.tom.ru/news/admrna/449_otkrytie_novoj_shkoly_v_sele_nizhnjaja_tiga;17 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Для заявителей меняются правила сделок с недвижимостью;https://www.chainsk.tom.ru/news/admrna/446_dlja_zajavitelej_menjajutsja_pravila_sdelok_s_nedvizhimostju;03 февраля 2016;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Новым 2016 годом;https://www.chainsk.tom.ru/news/admrna/431_pozdravlenie_glavy_chainskogo_rajona_s_novym_2016_godom;28 декабря 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Новая система контроля оборота алкоголя;https://www.chainsk.tom.ru/news/admrna/429_novaja_sistema_kontrolja_oborota_alkogolja;28 декабря 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с днем Конституции;https://www.chainsk.tom.ru/news/admrna/430_pozdravlenie_s_dnem_konstitucii;09 декабря 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Цифровое телевидение;https://www.chainsk.tom.ru/news/admrna/414_cifrovoe_televidenie;04 декабря 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Публичные слушания;https://www.chainsk.tom.ru/news/admrna/413_publichnye_slushanija;03 декабря 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Районный конкурс предпринимательских проектов «Бизнес-старт»;https://www.chainsk.tom.ru/news/admrna/412_rajonnyj_konkurs_predprinimatelskikh_proektov_biznesstart;02 декабря 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Информация о проведении общероссийского дня приема граждан 14 декабря 2015 года;https://www.chainsk.tom.ru/news/admrna/411_informacija_o_provedenii_obshherossijskogo_dnja_priema_grazhdan_14_dekabrja_2015_goda;01 декабря 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Всероссийская бизнес-перепись;https://www.chainsk.tom.ru/news/admrna/410_vserossijskaja_biznesperepis;16 ноября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем сотрудников МВД РФ;https://www.chainsk.tom.ru/news/admrna/408_pozdravlenie_glavy_chainskogo_rajona_s_dnem_sotrudnikov_mvd_rf;09 ноября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем народного единства;https://www.chainsk.tom.ru/news/admrna/407_pozdravlenie_s_dnem_narodnogo_edinstva;03 ноября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем автомобилиста;https://www.chainsk.tom.ru/news/admrna/395_pozdravlenie_s_dnem_avtomobilista;23 октября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Всероссийская тренировка по гражданской обороне;https://www.chainsk.tom.ru/news/admrna/392_vserossijskaja_trenirovka_po_grazhdanskoj_oborone;02 октября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем пожилых людей;https://www.chainsk.tom.ru/news/admrna/390_pozdravlenie_s_dnem_pozhilykh_ljudej;01 октября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Международным днем учителя;https://www.chainsk.tom.ru/news/admrna/391_pozdravlenie_glavy_chainskogo_rajona_s_mezhdunarodnym_dnem_uchitelja;01 октября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Внимание работодатели!;https://www.chainsk.tom.ru/news/admrna/373_vnimanie_rabotodateli;01 сентября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Новые возможности поиска работы;https://www.chainsk.tom.ru/news/admrna/372_novye_vozmozhnosti_poiska_raboty;01 сентября 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем Государственного флага РФ;https://www.chainsk.tom.ru/news/admrna/370_pozdravlenie_glavy_chainskogo_rajona_s_dnem_gosudarstvennogo_flaga_rf;21 августа 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Порядок допуска к деятельности с участием несовершеннолетних;https://www.chainsk.tom.ru/news/admrna/369_porjadok_dopuska_k_dejatelnosti_s_uchastiem_nesovershennoletnikh;21 августа 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
На Едином портале госуслуг появилась возможность записаться на прием в Росреестр;https://www.chainsk.tom.ru/news/admrna/366_na_edinom_portale_gosuslug_pojavilas_vozmozhnost_zapisatsja_na_priem_v_rosreestr;10 августа 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работников торговли;https://www.chainsk.tom.ru/news/admrna/365_pozdravlenie_s_dnem_rabotnikov_torgovli;24 июля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем медицинского работника;https://www.chainsk.tom.ru/news/admrna/351_pozdravlenie_s_dnem_medicinskogo_rabotnika;19 июня 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем России;https://www.chainsk.tom.ru/news/admrna/349_pozdravlenie_s_dnem_rossii;11 июня 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем социального работника;https://www.chainsk.tom.ru/news/admrna/348_pozdravlenie_s_dnem_socialnogo_rabotnika;05 июня 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Международным днем защиты детей;https://www.chainsk.tom.ru/news/admrna/347_pozdravlenie_s_mezhdunarodnym_dnem_zashhity_detej;29 мая 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
23 мая губернатор области Сергей Жвачкин посетил Чаинский район;https://www.chainsk.tom.ru/news/admrna/344_23_maja_gubernator_oblasti_sergej_zhvachkin_posetil_chainskij_rajon;27 мая 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
В Томской области стартовал детский конкурс рисунков «Ферма будущего»;https://www.chainsk.tom.ru/news/admrna/340_v_tomskoj_oblasti_startoval_detskij_konkurs_risunkov_ferma_budushhego;20 мая 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Международный День детского телефона доверия;https://www.chainsk.tom.ru/news/admrna/338_mezhdunarodnyj_den_detskogo_telefona_doverija;15 мая 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Паводок 2015;https://www.chainsk.tom.ru/news/admrna/337_pavodok_2015;15 мая 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Международным Днем семьи;https://www.chainsk.tom.ru/news/admrna/339_pozdravlenie_glavy_chainskogo_rajona_s_mezhdunarodnym_dnem_semi;15 мая 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с 9 мая;https://www.chainsk.tom.ru/news/admrna/335_pozdravlenie_glavy_chainskogo_rajona_s_9_maja;07 мая 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с праздником Весны и Труда – 1 Мая;https://www.chainsk.tom.ru/news/admrna/331_pozdravlenie_s_prazdnikom_vesny_i_truda_1_maja;30 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
В Томской области объявлен молодежный конкурс сельских инициатив;https://www.chainsk.tom.ru/news/admrna/330_v_tomskoj_oblasti_objavlen_molodezhnyj_konkurs_selskikh_iniciativ;27 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Школа активного действия;https://www.chainsk.tom.ru/news/admrna/329_shkola_aktivnogo_dejstvija;20 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с  Днем местного самоуправления;https://www.chainsk.tom.ru/news/admrna/328_pozdravlenie_s_dnem_mestnogo_samoupravlenija;17 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Выбирая жизни путь;https://www.chainsk.tom.ru/news/admrna/327_vybiraja_zhizni_put;16 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«В глазах моих небо» - вечер-портрет к юбилею Василия Казанцева;https://www.chainsk.tom.ru/news/admrna/321_v_glazakh_moikh_nebo_vecherportret_k_jubileju_vasilija_kazanceva;06 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Презентация  книжной серии «Томская классика»;https://www.chainsk.tom.ru/news/admrna/320_prezentacija_knizhnoj_serii_tomskaja_klassika;06 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Томский областной радиотелевизионный передающий центр информирует;https://www.chainsk.tom.ru/news/admrna/313_tomskij_oblastnoj_radiotelevizionnyj_peredajushhij_centr_informiruet;03 апреля 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем работника культуры;https://www.chainsk.tom.ru/news/admrna/312_pozdravlenie_glavy_chainskogo_rajona_s_dnem_rabotnika_kultury;25 марта 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Итоги конкурса «Человек года 2014»;https://www.chainsk.tom.ru/news/admrna/299_itogi_konkursa_chelovek_goda_2014;16 марта 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Конкурс  детского таланта «Слет юных Василис»;https://www.chainsk.tom.ru/news/admrna/297_konkurs_detskogo_talanta_slet_junykh_vasilis;12 марта 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Международным женским днем 8 марта!;https://www.chainsk.tom.ru/news/admrna/295_pozdravlenie_s_mezhdunarodnym_zhenskim_dnem_8_marta;05 марта 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Юбилейные медали – ветеранам;https://www.chainsk.tom.ru/news/admrna/293_jubilejnye_medali_veteranam;05 марта 2015;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Новым 2015 годом;https://www.chainsk.tom.ru/news/admrna/278_pozdravlenie_glavy_chainskogo_rajona_s_novym_2015_godom;30 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Порядок предоставления госуслуги по ведению государственного фонда данных;https://www.chainsk.tom.ru/news/admrna/272_porjadok_predostavlenija_gosuslugi_po_vedeniju_gosudarstvennogo_fonda_dannykh;24 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с днем Конституции;https://www.chainsk.tom.ru/news/admrna/266_pozdravlenie_s_dnem_konstitucii;12 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Архив Чаинского района – 80 лет;https://www.chainsk.tom.ru/news/admrna/263_arkhiv_chainskogo_rajona_80_let;08 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Заранее побеспокойтесь об оформлении заграничного паспорта;https://www.chainsk.tom.ru/news/admrna/262_zaranee_pobespokojtes_ob_oformlenii_zagranichnogo_pasporta;08 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Экскурсия по архиву;https://www.chainsk.tom.ru/news/admrna/261_ekskursija_po_arkhivu;08 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Уважаемые жители Чаинского района!;https://www.chainsk.tom.ru/news/admrna/260_uvazhaemye_zhiteli_chainskogo_rajona;05 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
12 декабря 2014 года - общероссийский день приема граждан;https://www.chainsk.tom.ru/news/admrna/259_12_dekabrja_2014_goda_obshherossijskij_den_priema_grazhdan;01 декабря 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем матери;https://www.chainsk.tom.ru/news/admrna/255_pozdravlenie_glavy_chainskogo_rajona_s_dnem_materi;28 ноября 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем сотрудников МВД РФ;https://www.chainsk.tom.ru/news/admrna/242_pozdravlenie_glavy_chainskogo_rajona_s_dnem_sotrudnikov_mvd_rf;10 ноября 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Международным днем учителя;https://www.chainsk.tom.ru/news/admrna/234_pozdravlenie_s_mezhdunarodnym_dnem_uchitelja;02 октября 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем пожилых людей;https://www.chainsk.tom.ru/news/admrna/233_pozdravlenie_s_dnem_pozhilykh_ljudej;01 октября 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем знаний!;https://www.chainsk.tom.ru/news/admrna/221_pozdravlenie_glavy_chainskogo_rajona_s_dnem_znanij;29 августа 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Гастрономический фестиваль «Царская уха»: приготовьте ложки!;https://www.chainsk.tom.ru/news/admrna/199_gastronomicheskij_festival_carskaja_ukha_prigotovte_lozhki;31 июля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Продолжается строительство сети цифрового телевидения;https://www.chainsk.tom.ru/news/admrna/200_prodolzhaetsja_stroitelstvo_seti_cifrovogo_televidenija;29 июля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с днем работника торговли!;https://www.chainsk.tom.ru/news/admrna/197_pozdravlenie_s_dnem_rabotnika_torgovli;25 июля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Кому ловить уклонистов;https://www.chainsk.tom.ru/news/admrna/196_komu_lovit_uklonistov;18 июля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Всенародная акция «Свеча памяти»;https://www.chainsk.tom.ru/news/admrna/190_vsenarodnaja_akcija_svecha_pamjati;24 июня 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Первый региональный фестиваль Удмуртской культуры «ГЕРБЕР»;https://www.chainsk.tom.ru/news/admrna/189_pervyj_regionalnyj_festival_udmurtskoj_kultury_gerber;23 июня 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем России;https://www.chainsk.tom.ru/news/admrna/187_pozdravlenie_glavy_chainskogo_rajona_s_dnem_rossii;11 июня 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Золотой витязь». Путешествие по райцентрам;https://www.chainsk.tom.ru/news/admrna/182_zolotoj_vitjaz_puteshestvie_po_rajcentram;06 июня 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Полиция на страже детства;https://www.chainsk.tom.ru/news/admrna/172_policija_na_strazhe_detstva;16 мая 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Анонс отборочных соревнований в зачет XI Спартакиады Чаинского района;https://www.chainsk.tom.ru/news/admrna/171_anons_otborochnykh_sorevnovanij_v_zachet_xi_spartakiady_chainskogo_rajona;15 мая 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Митинг 9 мая;https://www.chainsk.tom.ru/news/admrna/170_miting_9_maja;15 мая 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с 9 Мая!;https://www.chainsk.tom.ru/news/admrna/168_pozdravlenie_s_9_maja;08 мая 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
В Чаинском районе прошёл День департамента общего образования Томской области;https://www.chainsk.tom.ru/news/admrna/164_v_chainskom_rajone_proshjol_den_departamenta_obshhego_obrazovanija_tomskoj_oblasti;05 мая 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Нелегальный таксист»;https://www.chainsk.tom.ru/news/admrna/163_nelegalnyj_taksist;05 мая 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с праздником Весны и Труда – 1 Мая;https://www.chainsk.tom.ru/news/admrna/161_pozdravlenie_s_prazdnikom_vesny_i_truda_1_maja;30 апреля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Я выбираю жизнь;https://www.chainsk.tom.ru/news/admrna/162_ja_vybiraju_zhizn;25 апреля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Круглый стол на тему «Кадровое обеспечение АПК в Чаинском районе»;https://www.chainsk.tom.ru/news/admrna/147_kruglyj_stol_na_temu_kadrovoe_obespechenie_apk_v_chainskom_rajone;02 апреля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Районный фестиваль  юмора «Бриллиантовая рука»;https://www.chainsk.tom.ru/news/admrna/146_rajonnyj_festival_jumora_brilliantovaja_ruka;02 апреля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Концерт-подарок;https://www.chainsk.tom.ru/news/admrna/142_koncertpodarok;26 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Результаты фестиваля «Народная рыбалка – 2014»;https://www.chainsk.tom.ru/news/admrna/140_rezultaty_festivalja_narodnaja_rybalka_2014;24 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Итоги XXX областных зимних сельских спортивных игр «Снежные узоры»;https://www.chainsk.tom.ru/news/admrna/139_itogi_xxx_oblastnykh_zimnikh_selskikh_sportivnykh_igr_snezhnye_uzory;18 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Встреча с населением;https://www.chainsk.tom.ru/news/admrna/138_vstrecha_s_naseleniem;18 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Воспитатель – гончар души детской;https://www.chainsk.tom.ru/news/admrna/137_vospitatel_gonchar_dushi_detskoj;12 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
В селе Подгорное открылся Многофункциональный центр;https://www.chainsk.tom.ru/news/admrna/136_v_sele_podgornoe_otkrylsja_mnogofunkcionalnyj_centr;11 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Фестиваль «Народная рыбалка – 2014» состоится 22 марта;https://www.chainsk.tom.ru/news/admrna/135_festival_narodnaja_rybalka_2014_sostoitsja_22_marta;07 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
ЦЕНТР ОБЩЕСТВЕННОГО ДОСТУПА (ЦОД) открылся в центральной библиотеке с. Подгорное;https://www.chainsk.tom.ru/news/admrna/133_centr_obshhestvennogo_dostupa_cod_otkrylsja_v_centralnoj_biblioteke_s_podgornoe;06 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Городская ярмарка «Масленица-2014»;https://www.chainsk.tom.ru/news/admrna/132_gorodskaja_jarmarka_maslenica2014;05 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Народные гуляния в Чаинском районе, посвящённые празднику «Масленица»;https://www.chainsk.tom.ru/news/admrna/131_narodnye_guljanija_v_chainskom_rajone_posvjashhjonnye_prazdniku_maslenica;05 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Итоги Благотворительной акции «Милосердие в Рождество»;https://www.chainsk.tom.ru/news/admrna/130_itogi_blagotvoritelnoj_akcii_miloserdie_v_rozhdestvo;05 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Слава армии родной - 2014;https://www.chainsk.tom.ru/news/admrna/129_slava_armii_rodnoj_2014;04 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Учитель года - 2014;https://www.chainsk.tom.ru/news/admrna/128_uchitel_goda_2014;04 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
У нас «Солнышко» взошло!;https://www.chainsk.tom.ru/news/admrna/127_u_nas_solnyshko_vzoshlo;04 марта 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днём защитника Отечества;https://www.chainsk.tom.ru/news/admrna/125_pozdravlenie_glavy_chainskogo_rajona_s_dnjom_zashhitnika_otechestva;21 февраля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Важные события в районной системе здравоохранения;https://www.chainsk.tom.ru/news/admrna/123_vazhnye_sobytija_v_rajonnoj_sisteme_zdravookhranenija;04 февраля 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Московская победа;https://www.chainsk.tom.ru/news/admrna/122_moskovskaja_pobeda;28 января 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Концерт в рамках районной благотворительной акции «Милосердие в Рождество»;https://www.chainsk.tom.ru/news/admrna/121_koncert_v_ramkakh_rajonnoj_blagotvoritelnoj_akcii_miloserdie_v_rozhdestvo;28 января 2014;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
